id,user_id,path,seq,tex,dna,WER_FST,WER_LEX_FST,y_seq_whisper_medium,time_whisper_medium,y_seq_whisper_base,time_whisper_base
line800_p1,1,Data\audio\line800_p1.wav,égal d moins deux delta p facteur de alpha n moins delta indice grand p somme pour i égal un à grand n moins un alpha i,= ( d - 2 \delta _ P ) \alpha _ N - \delta _ P \sum _ { i = 1 } ^ { N - 1 } \alpha _ i,False,0.40625,0.2692307692307692, = d - 2 delta p facteur de alpha n - delta n / p sommes pour y = 1 à la quantité de -1 alpha i,13.857953071594238, et il y a des mois de 2 d'altapé facteurs de l'alphabre moins d'altemps d'yropé pour il y a à grandinté de mois en alphays,2.206733226776123
line846_p1_dna,1,Data\audio\line846_p1_dna.wav,alpha indice zéro inférieur ou égal à trois petits points inférieur ou égal à alpha indice grand n,\alpha _ 0 \leq \dots \leq \alpha _ N,True,0.2222222222222222,0.2222222222222222, alpha110 0 inférieur égal à 3 petits points inférieur égal à alpha110 grandaine,10.47330617904663, Alphardi 0 Enfer ou égal à 3 petits points Enfer ou égal à Alphardi 31,1.4187657833099363
line896_p1_dna,1,Data\audio\line896_p1_dna.wav,alpha indice i plus somme pour j égal zéro à grand n m indice j alpha indice j inférieur ou égal à degré indice alpha grand f indice grand h strictement inférieur à alpha indice u plus parenthèse d moins un ferme la parenthèse alpha indice v,\alpha _ i + \sum _ { j = 0 } ^ N m _ j \alpha _ j \leq \deg _ { \alpha } F _ H < \alpha _ u + ( d - 1 ) \alpha _ v,True,0.14634146341463414,0.05714285714285714, alpha indice i plus somme pour j = 0 à grande tene m indice j alpha indice j inférieur ou égal à degré indice alpha grand f indice grand h strictement inférieur à alpha indice u plus parenthèse d - 1 ferme la parenthèse alpha indice v,24.257136344909668, Alpha 1dc + somme pour g = 0 à grand tène m1dc alpha 1dc 1 feuilleur ou égal à 2gr 1dc alpha grand tèfe 1dc grand tèche strictement ailleurs Alpha 1dc + parenthèse des moins 1 ferme la parenthèse alpha 1dc v,3.0842533111572266
line832_p1,1,Data\audio\line832_p1.wav,supérieur ou égal à d moins deux delta p plus un facteur de alpha n moins delta p moins un facteur de somme pour i égal un à grand n moins deux alpha i moins delta p moins deux facteur de alpha n moins un,& \geq ( d - 2 \delta _ P + 1 ) \alpha _ N - ( \delta _ P - 1 ) \sum _ { i = 1 } ^ { N - 2 } \alpha _ i - ( \delta _ P - 2 ) \alpha _ { N - 1 },False,0.48148148148148145,0.3333333333333333, super ou égal à D - 2 delta P + 1 facteur de alpha n - delta P - 1 facteur en 2 somme pour I = 1 à compté de -2 alpha I - delta P - 2 facteur de alpha n - 1,18.40768885612488, Super rigarde a des morts de détaper plus en facteur de l'alphane Moi de l'taper moins en facteur en tout Somme pour y également à côté de moi deux alphays Moi de l'taper moins deux facteurs de l'alphane moins en plus,3.237125396728516
line148_p3,3,Data\audio\line148_p3.wav,égal esperance de l'indicatrice de y h plus grand que alpha epsilon facteur de grand pi indice x star y de grand m des t omega avec t plus grand que grand s indice alpha epsilon et zéro inférieur à omega star inférieur à epsilon égal zéro,"= \mathbb { E } \bigg [ \mathbf { 1 } _ { \{ Y _ H > \alpha \varepsilon \} } \Pi _ { X * Y } ( \mathcal { M } ( \{ ( t , \omega ) : t > S _ { \alpha \varepsilon } , \, 0 < \omega _ * < \varepsilon \} = 0 ) \bigg ]",False,0.6153846153846154,0.5217391304347826, égale espérance de l'indicatrice de y h plus grand que alpha et epsilon facteur de grand pi indice x star y de grand m des t omega avec t plus grand que grand s indice alpha epsilon et 0 inférieur à omega star inférieur à epsilon = 0,21.185935497283936," et également l'espérance de l'indicatrice de grecache plus grand qu'on fait le pylone à facteur de grand pien d'ix star et grec de grand m des théomegats avec tes plus grands que grand s'en dit ""salphapylonne"", et 0 inférieure qu'on est gastard inférieure et pylone également 0",3.859453678131104
line1057_p1,1,Data\audio\line1057_p1.wav,deg alpha de f h rond g supérieur ou égal à d moins deux delta p facteur de alpha n moins delta p somme pour i égal un à grand n moins un alpha i,\deg _ { \alpha } ( F _ H \circ g ) & \geq ( d - 2 \delta _ P ) \alpha _ N - \delta _ P \sum _ { i = 1 } ^ { N - 1 } \alpha _ i,False,0.5333333333333333,0.4, Dug α de Fhrg super ou égal à D - 2 delta P facteur 2 alpha n - delta P somme pour y = 1 à quantaise de -1 alpha i,14.144917488098145, D'un à l'infas de l'affaire Choupourger Superouiguel a des moins deux d'altapés facteurs de l'infan moins d'altapés somme pour y également à Creté de Monson à l'fahir,2.662702798843384
line1101_p1,1,Data\audio\line1101_p1.wav,s prime deux points égal max de l'ensemble des dim de h sing inter v où v hyperplane in p k puissance grand n,s ' : = \max \big \{ \dim ( H _ { \mathrm { sing } } \cap V ) ; V \text { hyperplane in } \mathbb { P } ^ N _ k \big \},False,0.8108108108108109,0.7407407407407407, S' de point égal max de l'ensemble des DIMMS de H5 Inter V ou V Hyperplane IN Pk puissance quantaine,12.37671184539795, Esprit de point de gal max de l'ensemble des dims de l'alcinq interviewer ouvé hyperplane in pk puissance corpaine,1.7146563529968262
line712_p2,2,Data\audio\line712_p2.wav,deg indice alpha de grand x à la puissance m égal par définition à somme de i égal zéro à grand n de m indice i alpha indice i,\deg _ { \alpha } X ^ m : = \sum _ { i = 0 } ^ N m _ i \alpha _ i,False,0.28,0.14285714285714285, Doug (indice alpha de grand x à la puissance m égale par définition a Somme de i = 0 à grand n de m indice i alpha indice i,14.569322109222412, Doug a dit s'alpha de grand x à la puissance m égal par définition a summe de i = 0 à grand tene de m1 = 0,1.879918336868286
line884_p1,1,Data\audio\line884_p1.wav,deg alpha grand f h strictement inférieur à alpha u plus d moins un facteur de alpha v,\deg _ { \alpha } F _ H < \alpha _ u + ( d - 1 ) \alpha _ v,False,0.42857142857142855,0.29411764705882354, Deux Galphas contre Fh strictement inférieurs à Alpha U plus des moins en facteur de Alpha V,10.454589128494264, d'un galpha contre l'effage rest chỉ plus de feuilles plus des winsors des pasteurs du haceur du accords��,8.877399444580078
line330_p3,3,Data\audio\line330_p3.wav,d tilde entre parenthèses gamma puissance l entre parenthèses grand a virgule gamma puissance r est supérieur à zéro,"\tilde { D } ( \gamma ^ L ( A ) , \gamma ^ R ) > 0",False,0.5555555555555556,0.5, des tils entre parenthèses gamma puissance L entre parenthèses grand A vingule gamma puissance R et supérieur à 0,11.208409309387209, des tiles d'entreparentèse Gamma puissance L entre parenthèse grande à vient du Gamma puissance R et supérieure à 0,1.7385048866271973
line1080_p2_dna,2,Data\audio\line1080_p2_dna.wav,degré indice alpha parenthèse grand s indice grand h rond g fermer la parenthèse supérieur ou égal à parenthèse d moins deux delta plus un fermer la parenthèse alpha indice grand n moins parenthèse delta moins un fermer la parenthèse somme sur indice accolade i égal un fermer l'accolade exposant accolade grand n moins deux fermer l'accolade alpha indice i moins parenthèse delta moins deux fermer la parenthèse alpha indice accolade grand n moins un accolade,\deg _ { \alpha } ( F _ H \circ g ) \geq ( d - 2 \delta + 1 ) \alpha _ N - ( \delta - 1 ) \sum _ { i = 1 } ^ { N - 2 } \alpha _ i - ( \delta - 2 ) \alpha _ { N - 1 },True,0.06779661016949153,0.023255813953488372, Degré indice alpha parenthèse parenthèse indice grand H rongé fermez la parenthèse supérieur ou égal à parenthèse D moins 2 delta plus 1 fermez la parenthèse alpha indice grand N moins parenthèse delta moins 1 fermez la parenthèse Somme sur indice à colade I égale 1 fermez la colade exposant à colade grand N moins 2 fermez la colade alpha indice I moins parenthèse delta moins 2 fermez la parenthèse alpha indice à colade grand N moins 1 à colade,42.0691659450531, 2 grés 1 10 alfa parenthèses grantes 1 10 grantes rongées fermées la parenthèse supérieure ou égal a parenthèse d - 2 d'altar + 1 fermées la parenthèse alfa 1 10 grantes - parenthèses delta - 1 fermées la parenthèse somme sur 1 10 accolades y = 1 fermées la collade exposant accolades grantaines - 2 fermées la collade alfa 1 10 i - parenthèses delta - 2 fermées la parenthèse alfa 1 10 accolades grantaines - 1 accolades,7.448006629943848
line831_p2_dna,2,Data\audio\line831_p2_dna.wav,supérieur ou égal à parenthèse delta indice grand p moins un fermer la parenthèse alpha indice zéro plus alpha indice accolade grand n moins un fermer l'accolade plus parenthèse d moins delta indice grand p fermer la parenthèse alpha indice grand n,\geq ( \delta _ P - 1 ) \alpha _ 0 + \alpha _ { N - 1 } + ( d - \delta _ P ) \alpha _ N,True,0.0,0.0, supérieur ou égal à parenthèse delta indice grand P moins 1 fermez la parenthèse alpha indice 0 plus alpha indice à collade grand N moins 1 fermez la collade plus parenthèse D moins delta indice grand P fermez la parenthèse alpha indice grand N,19.081602096557617, Superie ruégale a par entèse delta indices grompées moins 1 fermez la parenthèse alpha 1 10 0 + alpha 1 10 à collade grondaine moins 1 fermez la collade plus par entèse des moins delta 1 10 grompées fermez la parenthèse alpha 1 10 grondaine,3.398270845413208
line960_p1,1,Data\audio\line960_p1.wav,deg alpha f h strictement inférieur à alpha u plus d moins un facteur de alpha v égal alpha indice v prime plus d moins un facteur de alpha indice u prime inférieur ou égal à alpha u prime plus d moins un facteur de alpha v prime,\deg _ { \alpha } F _ H < \alpha _ u + ( d - 1 ) \alpha _ v = \alpha _ { v ' } + ( d - 1 ) \alpha _ { u ' } \leq \alpha _ { u ' } + ( d - 1 ) \alpha _ { v ' },False,0.4067796610169492,0.18604651162790697, dog alpha fh strictement affaire à alpha u plus démonzant facteur du alpha v égal à alpha 10 v prime plus démonzant facteur du alpha 10 u prime affaire ou égal à alpha u prime plus démonzant facteur du alpha v prime,17.91344404220581, Doug Alpha Fh strictement a fait eu plus de -1 factor de alpha v et -1 factor de alpha de 1 prime en fait eu -1 factor de alpha v prime,1.8841047286987305
line658_p1_dna,1,Data\audio\line658_p1_dna.wav,d supérieur ou égal à grand n plus un,d \geq N + 1,True,0.0,0.0, des super regales à grand'aine plus un,7.916241645812988, Des super rigels à grandaine plus tard !,0.8978393077850342
line1107_p1_dna,1,Data\audio\line1107_p1_dna.wav,d supérieur ou égal à delta min parenthèse grand n plus un virgule s plus deux ferme la parenthèse ,"d \geq \delta \, \min ( N + 1 , s + 2 )",True,0.07142857142857142,0.08333333333333333, des super Wégala Delta mine parenthèse grandette +1 s +2 ferme la parenthèse,10.10829210281372, Des super WIGAL alte d' ממ�es parantes quant à être plus 1 de Celebres S et S plus 2,10.256239652633669
line731_p2,2,Data\audio\line731_p2.wav,somme sur i égal zéro à grand n alpha indice i égal zéro implique degré indice alpha ouvrez la parenthèse grand f indice grand h rond g fermez la parenthèse supérieur ou égal à zéro espace resp degré indice alpha ouvrez la parenthèse f indice h rond g fermez la parenthèse strictement plus grand que zéro,\sum _ { i = 0 } ^ N \alpha _ i = 0 \Rightarrow \deg _ { \alpha } ( F _ H \circ g ) \geq 0 \quad ( \text { resp. } \deg _ { \alpha } ( F _ H \circ g ) > 0 ),False,0.36,0.16666666666666666, Somme sur i = 0 à grande N alpha indice i = 0 implique degré indice alpha ouvrez la parenthèse grand F indice grand H rond G fermez la parenthèse supérieur ou égal à 0 espace resp degré indice alpha ouvrez la parenthèse F indice H rond G fermez la parenthèse strictement plus grand que 0,31.85718274116516," Somme sur ""i = 0 à grandaine"", alpha 1 = ""i = 0"", implique degré 1 10 alpha ouvrez la parenthèse grand f1 10 grand h rongez fermez la parenthèse supérieure ou égal à 0 espace resp degré 1 10 alpha ouvrez la parenthèse f1 10 h rongez fermez la parenthèse strictement plus grand que 0",4.959577798843384
line295_p3,3,Data\audio\line295_p3.wav,grand d puissance rond entre parenthèses u indice tau virgule p indice t entre parenthèses t puissance un indice alpha plus somme de i égal tau plus un à eta moins un grand d puissance rond entre parenthèses u indice i virgule u indice i moins un plus grand d puissance rond entre parenthèses u indice eta moins un virgule p indice grand t entre parenthèses grand t puissance un indice beta est supérieur ou égal à grand d puissance rond entre parenthèses p indice t entre parenthèses t puissance un indice alpha virgule p indice t entre parenthèses t puissance un indice beta,"D ^ \circ ( u _ \tau , p _ \mathcal { T } ( T ^ 1 _ \alpha ) ) + \sum _ { i = \tau + 1 } ^ { \eta - 1 } D ^ \circ ( u _ i , u _ { i - 1 } ) + D ^ \circ ( u _ { \eta - 1 } , p _ \mathcal { T } ( T ^ 1 _ \beta ) ) \geq D ^ \circ ( p _ \mathcal { T } ( T ^ 1 _ \alpha ) , p _ \mathcal { T } ( T ^ 1 _ \beta ) )",False,0.38596491228070173,0.24390243902439024, (u10 t'1'alpha + somme de i = t + 1 à état -1 (u10 i'i -1 + u10 état -1 (p1 t'1 β + p1 t'alpha (p1 t'1 β + p1 t'alpha,33.45231413841248, grandes puissances quotomatices un indice nord s'est schemex étérés d'entre petentes des puissances Indice Alphaga plus somme d' Kinder de et scalable fondément ejğin sur autant veut pérantessee Kang ye puissance 1 1 10 beta,37.44371509552002
line740_p2_dna,2,Data\audio\line740_p2_dna.wav,grand p deux points égal g parenthèse crochet zéro deux points trois petits points deux points zéro deux points un fermer crochet fermer parenthèse,P : = g ( [ 0 : \dots : 0 : 1 ] ),True,0.6666666666666666,0.9090909090909091, Grand P deux points égales j'ai parenthèse crochet zéro deux points trois petits points deux points zéro deux points un fermé crochet fermé parenthèse,13.379543542861938, Grands paix de point également par enthèse crochet 0 2 points 3 petits points 2 points 0 2 points 1 fermez crochet fermez par enthèse,1.706709384918213
line228_p3_part2,3,Data\audio\line228_p3_part2.wav,u appartient à grand a indice l epsilon,u \in A _ { L \varepsilon },False,0.5,0.3333333333333333, lui appartient à grand 1 indice L',7.638363122940063, plus appartient un grand 1 d'is à l'epsilon,1.0579102039337158
line284_p3,3,Data\audio\line284_p3.wav,somme de i égal un à p des grand d puissance rond entre parenthèses u indice i virgule u indice i moins un supérieur ou égal à somme de i égal un à tau de grand d puissance rond entre parenthèses u indice i virgule u indice i moins un plus grand d puissance rond entre parenthèses u indice tau virgule p indice t entre parenthèses t chapeau puissance un indice alpha le tout supérieur ou égal à grand d entre parenthèses x virgule gamma indice un puissance l supérieur à delta,"\sum _ { i = 1 } ^ p D ^ \circ ( u _ i , u _ { i - 1 } ) \geq \sum _ { i = 1 } ^ \tau D ^ \circ ( u _ i , u _ { i - 1 } ) + D ^ \circ ( u _ \tau , p _ \mathcal { T } ( \hat { T } ^ 1 _ \alpha ) ) \geq D ( x , \gamma _ 1 ^ L ) > \delta",False,0.34444444444444444,0.20588235294117646, Somme de i = 1 à p des grandis puissance fond entre parenthèses u1 - i - 1 supérieur à somme de i = 1 à taux de grandis puissance fond entre parenthèses u1 - i - 1 + grandis puissance fond entre parenthèses u1 - taux - p1 - t t1 - α Tout supérieur à grandis entre parenthèses i - gamma1 - 1 - delta,26.01502156257629, Somme de I = AP des grands dépistances ronds entre parenthèses 1 dixi vers bulle 1 dixi moins 1 Superior Regal à Somme de I = A taux de grand dépistances ronds entre parenthèses 1 dixi vers bulle 1 dixi moins 1 Plus grand dépistances ronds entre parenthèses 1 dix taux vers Google Pindistez entre parenthèses Téchapo + 1 dix alpha Tout Superior Regal à grandet entre parenthèses I = GAM 1 dix 1 puissance L Superior Delta,5.012777328491211
line220_p3,3,Data\audio\line220_p3.wav,grand a indice l epsilon égal entre accolades e indice t t appartient entre crochets a un virgule b un,"A _ { L \varepsilon } = \{ \mathcal { E } _ t , \, t \in [ a _ 1 , b _ 1 ] \}",False,0.5,0.45454545454545453, (crop 1 indice L y = E indice t t appartient entre crochet a1 virgule b1,11.376333713531494, L'co индice Epsilon = Virul'bien,8.894749164581299
line293_p3,3,Data\audio\line293_p3.wav,beta égal le max entre parenthèses l'inf pour w appartient entre crochets u indice eta virgule u indice eta moins un des z w virgule inf pour w appartient entre crochets u indice eta moins un virgule u indice eta de grand z w fermer la parenthèse,"\beta : = \max \bigg ( \inf _ { w \in [ u _ \eta , u _ { \eta - 1 } ] } Z _ w , \inf _ { w \in [ u _ { \eta - 1 } , u _ \eta ] } Z _ w \bigg )",False,0.33962264150943394,0.20512820512820512, Beta = Max L'inv pour W appartient entre crochet u'a - 1 des zw Inv pour W appartient entre crochet u'a - 1 des zw,13.675378322601318, beta = max entre parenthèses l'info pour W à partir entre crochet 1 17tm1 1 17tm1 des Zw 1 1 pour W à partir entre crochet 1 17tm1 1 17tm2 de grand Zw ferme la parenthèse,2.644355535507202
line818_p2_part2_dna,2,Data\audio\line818_p2_part2_dna.wav,degré indice alpha parenthèse grand f indice grand h rond g fermer la parenthèse supérieur ou égal à somme indice accolade p égal un fermer la parenthèse exposant accolade delta indice grand p fermer l'accolade alpha indice accolade j indice p fermer l'accolade plus d moins delta indice grand p fermer la parenthèse alpha indice grand l,\deg _ { \alpha } ( F _ H \circ g ) \geq \sum _ { p = 1 } ^ { \delta _ P } \alpha _ { j _ p } + ( d - \delta _ P ) \alpha _ N,True,0.11363636363636363,0.03125, DEGRES INDICE ALFA PARANTEZES GRAND F INDICE GRAND H RONDS G Fermez la parenthèse SUPPERIEUR ou Égal A SOMME INDICE À COLADE P Égal 1 Fermez la parenthèse EXPOSANTS À colade DELTA INDICE GRAND P Fermez la colade ALFA INDICE À COLADE J'INDICE P Fermez la colade PLUS D MOINS DELTA INDICE GRAND P Fermez la parenthèse ALFA INDICE GRAND N,46.49485516548157, Degré un 10 alfa parenthèse grande tève un 10 grand tache rond j fermez la parenthèse supérieure ou égal à somme un 10 à colade p égal 1 fermez la parenthèse exposons à colade delta un 10 grand p fermez la colade alfa un 10 à colade j un 10 p fermez la colade plus des moins delta un 10 grand p fermez la parenthèse alfa un 10 grand tève,4.954144716262817
line1059_p1,1,Data\audio\line1059_p1.wav,supérieur ou égal à d moins deux delta p facteur de alpha n moins delta p somme pour i égal max de un virgule grand n moins s moins un à grand n moins un alpha i,"& \geq ( d - 2 \delta _ P ) \alpha _ N - \delta _ P \sum _ { i = \max ( 1 , N - s - 1 ) } ^ { N - 1 } \alpha _ i",False,0.42857142857142855,0.29411764705882354, super ou égal à D - 2 delta P facteur 2 alpha n - delta P simple pour y = max de 1 vu que le content de -1 a le content de -1 alpha i,15.699922323226929, Super rigale à des mois de delta p facteur de l'elfène Moi delta p sommes pour égal max de 1 vers que le content de moi est au moins en a le content de moi en alphaie,2.1403212547302246
line761_p1_dna,1,Data\audio\line761_p1_dna.wav,degré indice alpha parenthèse grand f indice grand h rond g ferme la parenthèse supérieur ou égal à parenthèse d moins deux delta indice grand p ferme la parenthèse alpha indice grand n moins delta indice grand p somme pour i égal un à grand n moins un de alpha indice i,\deg _ { \alpha } ( F _ H \circ g ) \geq ( d - 2 \delta _ P ) \alpha _ N - \delta _ P \sum _ { i = 1 } ^ { N - 1 } \alpha _ i,True,0.18181818181818182,0.058823529411764705, degré indice alpha parenthèse quant f indice quant h ron g faire la parenthèse super ou égal à parenthèse d moins 2 delta indice grand p faire la parenthèse alpha indice grand n moins delta indice grand p somme pour y égale 1 à grand n moins 1 de alpha indice i,22.333589553833008, Deux réindices alphas parenthèses quantès indiscontages rouges faire la parenthèse super ou égal à parenthèse des moins deux d'alentines discropées faire la parenthèse alphas indiscontaine moins d'alentines discropées sommes pour y à contelle moins en de alphas indiscées,3.5253279209136963
line147_p3,3,Data\audio\line147_p3.wav,n zéro de y h plus grand que alpha epsilon virgule t indice i epsilon inférieur à grand s indice alpha epsilon conditionellement à w star plus petit que moins b,"\mathbb { N } _ 0 ( Y _ H > \alpha \varepsilon , \, t _ { i _ \varepsilon } < S _ { \alpha \varepsilon } \, | \, W _ * < - b )",False,0.6153846153846154,0.5161290322580645, (n0 de yh plus grand que α ε virgule t1 10 i ε inférieur à s1 10 α ε conditionnellement à w < b ),14.267401933670044, N 0 de húng plus grande que alpha5 sty Slide de 1'tdx L'hypcilione a agré banks d'thl5 Psylon conditionnellement à W stiff Technique stack minb,15.141871690750122
line206_p3,3,Data\audio\line206_p3.wav,pour tout x appartient à s tilde indice un p indice un de x égal p indice grand s de u for any u appartient à grand a indice grand l epsilon such that p indice s tilde indice un de u égal x,"\forall x \in \tilde { \mathbb { S } } _ 1 , \quad p _ 1 ( x ) = p _ \mathbb { S } ( u ) \quad \text { for any  u \in A _ { L \varepsilon }  such that  p _ { \tilde { \mathbb { S } } _ 1 } ( u ) = x  }",False,0.59375,0.38095238095238093, pour tout x appartient à s'1 de x = p1 10s2u for any u appartient à grand 1 indice grand l'epsilon ça je donne p1 10s1 de u = x,16.818053245544434, pour tout x appartient un sti l n'a dis 1 p n dis 1 de x = p n dis grince de u for any u appartient un grand 1 dis grand ellipsylon ça je dat p n dis sti l n'a dis 1 de u = x,2.843606472015381
line876_p2_dna,2,Data\audio\line876_p2_dna.wav,grand f indice grand h égal grand x indice zéro grand p indice zéro plus trois petits points plus grand x indice grand n grand p indice grand n,"F _ H = X _ 0 P _ 0 + \dots + X _ N P _ N ,",True,0.15,0.15, Grand F indice grand H = Grand X indice 0 Grand P indice 0 + 3 petits points + Grand X indice grand N Grand P indice grand N,12.651497602462769, Grand Tèfe indice grand tache également Grand T X indice 0 Grand P indice 0 + 3t point + Grand T X indice grand taine Grand P indice grand taine,2.154550790786743
